Checkpoint number,Checkpoint fraction,Ground checkpoint,Contact checkpoint,Lap index,Lap distance,X,Y,Z,Notes
4,0.49036428,4,4,1,423.15845,-72.86301,132.55081,-448.63541,
4,0.55223548,4,4,1,428.98901,-67.92572,134.09888,-453.85764,
4,0.61223584,4,4,1,434.64328,-62.69264,135.6834,-458.78952,
4,0.67016405,4,4,1,440.10223,-57.17528,137.30472,-463.41086,
4,0.72582293,4,4,1,445.34738,-51.38877,138.96185,-467.70328,
4,0.77901679,4,4,1,450.3602,-45.3506,140.65318,-471.64978,
4,0.82955098,4,4,1,455.12238,-39.08077,142.37714,-475.23468,
4,0.87723154,4,4,1,459.61566,-32.6004,144.13225,-478.44339,
4,0.92186761,4,4,1,463.82202,-25.9312,145.91682,-481.26239,
4,0.96350467,4,4,1,467.74579,-19.14967,147.72955,-483.71759,
5,0.00177957,4,4,1,471.35269,-12.24705,149.57614,-485.7713,
5,0.03645497,4,4,1,474.62039,-5.23508,151.45462,-487.40509,
5,0.06735787,4,4,1,477.53259,1.86457,153.36153,-488.6102,
5,0.09434671,4,4,1,480.07596,9.02653,155.29367,-489.38217,
5,0.11728784,4,4,1,482.23785,16.22417,157.24867,-489.71838,
5,0.13605356,4,4,1,484.00629,23.43053,159.2249,-489.61734,
5,0.15004031,4,4,1,485.32434,30.6509,161.22075,-489.02173,
5,0.15954362,4,4,1,486.21991,37.83558,163.22809,-487.97986,
5,0.16455269,4,4,1,486.69196,44.95084,165.24742,-486.5051,
5,0.16497211,4,4,1,486.73148,51.96791,167.28043,-484.60126,
5,0.16070078,4,4,1,486.32895,58.85948,169.32802,-482.27148,
5,0.15166824,4,4,1,485.47775,65.59885,171.39006,-479.52176,
5,0.13847065,4,4,1,484.23407,72.15096,173.46605,-476.42538,
5,0.12065591,4,4,1,482.55524,78.49306,175.56239,-472.94949,
5,0.0980771,4,4,1,480.42749,84.6024,177.67778,-469.09116,
5,0.07073389,4,4,1,477.85074,90.45663,179.80933,-464.86139,
5,0.03869455,4,4,1,474.83145,96.03426,181.95441,-460.27719,
5,0.00205669,4,4,1,471.37881,101.31445,184.11118,-455.35764,
4,0.96023184,4,4,1,467.43738,106.26127,186.27849,-450.05978,
4,0.91391152,4,4,1,463.07227,110.87103,188.44893,-444.45306,
4,0.86339492,4,4,1,458.31174,115.12822,190.62357,-438.57196,
4,0.80885911,4,4,1,453.17245,119.014,192.80453,-432.43945,
4,0.75047922,4,4,1,447.6709,122.51057,194.99271,-426.07712,
4,0.68847144,4,4,1,441.82748,125.60262,197.18839,-419.50891,
4,0.62307823,4,4,1,435.66501,128.27666,199.39154,-412.75992,
4,0.55457616,4,4,1,429.20959,130.52158,201.60194,-405.85687,
4,0.48326042,4,4,1,422.48901,132.3277,203.81947,-398.827,
4,0.40944451,4,4,1,415.53284,133.68719,206.04381,-391.698,
4,0.33345953,4,4,1,408.37222,134.59413,208.27431,-384.49799,
4,0.25566468,4,4,1,401.04108,135.04503,210.51086,-377.25638,
4,0.17642151,4,4,1,393.57343,135.03752,212.7531,-370.00192,
4,0.09610441,4,4,1,386.00458,134.57123,215.00063,-362.7637,
4,0.01510218,4,4,1,378.37119,133.64812,217.25331,-355.57114,
3,0.93381751,4,4,1,370.71115,132.2715,219.51094,-348.45325,
3,0.85266668,4,4,1,363.06375,130.4465,221.7733,-341.43884,
3,0.77204758,4,4,1,355.46643,128.18063,224.04036,-334.55658,
3,0.692348,4,4,1,347.95581,125.48257,226.31178,-327.83426,
3,0.61395144,4,4,1,340.56793,122.36301,228.58723,-321.29916,
3,0.5372346,4,4,1,333.33838,118.83513,230.86647,-314.97794,
3,0.4625614,4,4,1,326.30139,114.91313,233.14938,-308.89639,
3,0.39028195,4,4,1,319.48999,110.61273,235.43581,-303.07947,
3,0.32073164,4,4,1,312.93579,105.95184,237.72569,-297.55099,
3,0.25422624,4,4,1,306.66852,100.94936,240.01898,-292.33374,
3,0.19106157,4,4,1,300.71606,95.62552,242.31554,-287.44919,
3,0.13151,4,4,1,295.1041,90.00182,244.61494,-282.91736,
3,0.07582171,4,4,1,289.8562,84.10213,246.91722,-278.75674,
3,0.0242235,4,4,1,284.99374,77.95045,249.2222,-274.98456,
2,0.97688788,4,4,1,280.53299,71.56831,251.52509,-271.61414,
2,0.93394095,4,4,1,276.48578,64.98411,253.82182,-268.65372,
2,0.89548463,4,4,1,272.86179,58.22732,256.1105,-266.11066,
2,0.86159629,4,4,1,269.66824,51.32437,258.38812,-263.99142,
2,0.83232331,4,4,1,266.90967,44.30383,260.65298,-262.29987,
2,0.80769777,4,4,1,264.58902,37.19407,262.90454,-261.03894,
2,0.78774202,4,4,1,262.70844,30.02284,265.1431,-260.21124,
2,0.77245831,4,4,1,261.26816,22.81311,267.3649,-259.81836,
2,0.76178455,4,4,1,260.2623,15.59137,269.56714,-259.85562,
2,0.75564641,4,4,1,259.68384,8.38452,271.74896,-260.31711,
2,0.75397795,4,4,1,259.52661,1.21808,273.91037,-261.19791,
2,0.75670403,4,4,1,259.78351,-5.88274,276.05219,-262.49222,
2,0.76375228,4,4,1,260.44772,-12.89371,278.17548,-264.19455,
2,0.77503496,4,4,1,261.51099,-19.79113,280.28128,-266.29773,
2,0.7904616,4,4,1,262.96472,-26.55182,282.37082,-268.79419,
2,0.80993092,4,4,1,264.79947,-33.15509,284.44308,-271.67538,
2,0.83331966,4,4,1,267.00354,-39.58424,286.4928,-274.93079,
2,0.86045051,4,4,1,269.56027,-45.82864,288.50864,-278.54501,
2,0.89086241,4,4,1,272.42621,-51.98774,290.33813,-282.49091,
2,0.91914922,4,4,1,275.09186,-58.32265,291.6669,-286.27359,
2,0.94117075,4,4,1,277.16711,-64.83704,292.58701,-289.47815,
2,0.95557988,4,4,1,278.52496,-71.56473,293.1236,-291.96823,
2,0.96243548,4,4,1,279.17102,-78.49082,293.33197,-293.73923,
2,0.96337855,4,4,1,279.25989,-85.57467,293.25018,-294.94229,
2,0.9598093,4,4,1,278.92355,-92.72408,292.98834,-295.69836,
2,0.95251626,4,4,1,278.23627,-99.86752,292.63776,-296.07147,
2,0.94174433,4,4,1,277.22116,-106.96552,292.25354,-296.07639,
2,0.92749643,4,4,1,275.87848,-113.99457,291.87045,-295.70599,
2,0.90974891,4,4,1,274.20599,-120.93466,291.51617,-294.95129,
2,0.88847131,4,4,1,272.20087,-127.76906,291.21155,-293.80316,
2,0.86364174,4,4,1,269.86102,-134.48332,290.97086,-292.254,
2,0.83529133,4,4,1,267.18933,-141.06213,290.80508,-290.30176,
2,0.8035,4,4,1,264.19342,-147.48851,290.72333,-287.94958,
2,0.76836497,4,4,1,260.88242,-153.74483,290.73212,-285.20279,
2,0.73000056,4,4,1,257.26706,-159.81291,290.83563,-282.06885,
2,0.6885314,4,4,1,253.35913,-165.67406,291.03613,-278.55679,
2,0.64409298,4,4,1,249.17139,-171.30907,291.3345,-274.67722,
2,0.59682137,4,4,1,244.71666,-176.69846,291.73026,-270.44135,
2,0.54686177,4,4,1,240.00861,-181.8228,292.22153,-265.86194,
2,0.49436903,4,4,1,235.06186,-186.66261,292.80585,-260.95334,
2,0.43950248,4,4,1,229.89139,-191.19838,293.48026,-255.73097,
2,0.38243258,4,4,1,224.51331,-195.41081,294.24152,-250.21205,
2,0.32333604,4,4,1,218.94421,-199.28119,295.08618,-244.41512,
2,0.26239347,4,4,1,213.20117,-202.79109,296.01071,-238.3597,
2,0.1997973,4,4,1,207.30229,-205.92308,297.01154,-232.06723,
2,0.13574871,4,4,1,201.26656,-208.66083,298.08505,-225.56075,
2,0.07045476,4,4,1,195.11345,-210.98921,299.2276,-218.86444,
2,0.00413253,4,4,1,188.86343,-212.89435,300.43597,-212.00415,
1,0.93701506,4,4,1,182.53848,-214.36386,301.70697,-205.00671,
1,0.8693409,4,4,1,176.16107,-215.3868,303.03723,-197.89966,
1,0.80127621,4,4,1,169.74686,-215.96788,304.40515,-190.70592,
1,0.73247916,4,4,1,163.26364,-216.12288,305.73376,-183.39534,
1,0.66249406,4,4,1,156.66846,-216.17856,306.72513,-175.95271,
1,0.59312153,4,4,1,150.131,-216.65936,307.27267,-168.61465,
1,0.52467227,4,4,1,143.68054,-217.63519,307.40326,-161.41507,
1,0.45764005,4,4,1,137.36363,-219.26175,307.14014,-154.41299,
1,0.39245993,4,4,1,131.22125,-221.58479,306.55151,-147.65129,
1,0.32879174,4,4,1,125.22135,-224.48032,305.66953,-141.07829,
1,0.2669245,4,4,1,119.39117,-227.80107,304.61215,-134.70973,
1,0.20719738,4,4,1,113.76266,-231.4612,303.47153,-128.57291,
1,0.14990108,4,4,1,108.36324,-235.42865,302.30573,-122.69469,
1,0.09528159,4,4,1,103.21606,-239.69844,301.15213,-117.09956,
1,0.04355626,4,4,1,98.34162,-244.2684,300.04138,-111.80952,
0,0.99489868,4,4,1,93.75627,-249.13786,298.99646,-106.84269,
0,0.94943255,4,4,1,89.47168,-254.30348,298.03336,-102.21273,
0,0.90728068,4,4,1,85.49941,-259.75439,297.16516,-97.93034,
0,0.86852175,4,4,1,81.84689,-265.47464,296.40192,-94.00416,
0,0.83321953,4,4,1,78.52011,-271.44531,295.7507,-90.44157,
0,0.80142891,4,4,1,75.52426,-277.64618,295.21588,-87.24946,
0,0.77319735,4,4,1,72.86381,-284.05615,294.79953,-84.43431,
0,0.74856853,4,4,1,70.54286,-290.65356,294.50217,-82.00263,
0,0.72758317,4,4,1,68.56526,-297.41693,294.32275,-79.961,
0,0.71027839,4,4,1,66.93451,-304.32452,294.25906,-78.31596,
0,0.69668669,4,4,1,65.65367,-311.35376,294.30847,-77.07381,
0,0.68683797,4,4,1,64.72556,-318.48212,294.46759,-76.24086,
0,0.68075478,4,4,1,64.15229,-325.68619,294.73285,-75.82278,
0,0.67845356,4,4,1,63.93543,-332.94193,295.10065,-75.82468,
0,0.67994457,4,4,1,64.07594,-340.22482,295.56723,-76.25117,
0,0.68523031,4,4,1,64.57405,-347.50989,296.12881,-77.10592,
0,0.69430101,4,4,1,65.42885,-354.77115,296.78174,-78.39127,
0,0.70713574,4,4,1,66.63836,-361.98233,297.52213,-80.10817,
0,0.72370392,4,4,1,68.19969,-369.11658,298.34644,-82.25632,
0,0.7439602,4,4,1,70.10858,-376.14658,299.25113,-84.83352,
0,0.76784551,4,4,1,72.35947,-383.04456,300.23303,-87.8357,
0,0.79529274,4,4,1,74.94601,-389.78302,301.28888,-91.25753,
0,0.82623577,4,4,1,77.86198,-396.33972,302.40939,-95.09359,
0,0.86052942,4,4,1,81.09372,-402.69296,303.58383,-99.32896,
0,0.89799482,4,4,1,84.62434,-408.81979,304.80505,-103.94421,
0,0.93848854,4,4,1,88.44035,-414.70148,306.06339,-108.92358,
0,0.98181784,4,4,1,92.52357,-420.31921,307.35199,-114.24503,
1,0.02778377,4,4,1,96.85526,-425.65399,308.66714,-119.88742,
1,0.07622208,4,4,1,101.41994,-430.68674,310.00705,-125.83141,
1,0.12699404,4,4,1,106.20454,-435.3988,311.371,-132.05841,
1,0.17995755,4,4,1,111.19566,-439.77255,312.75806,-138.55013,
1,0.23496041,4,4,1,116.37897,-443.79129,314.16803,-145.28656,
1,0.29185516,4,4,1,121.74055,-447.43973,315.60016,-152.24782,
1,0.35048258,4,4,1,127.26543,-450.70398,317.05399,-159.41212,
1,0.4106814,4,4,1,132.93839,-453.57159,318.52905,-166.7571,
1,0.47228894,4,4,1,138.74409,-456.03119,320.02509,-174.25974,
1,0.53513956,4,4,1,144.66695,-458.07281,321.54184,-181.89638,
1,0.59908623,4,4,1,150.69308,-459.689,323.07602,-189.64536,
1,0.66398656,4,4,1,156.80911,-460.87769,324.61981,-197.48572,
1,0.730277,4,4,1,163.05612,-462.0239,325.71902,-205.50052,
1,0.78874946,4,4,1,168.56638,-464.38626,326.38068,-212.70729,
1,0.8427403,4,4,1,173.65433,-467.87299,326.3219,-219.504,
1,0.89345998,4,4,1,178.43399,-472.13647,325.73044,-226.00795,
1,0.94129068,4,4,1,182.94141,-476.88513,324.83817,-232.23897,
1,0.98625243,4,4,1,187.17847,-481.94281,323.81659,-238.18221,
2,0.02816939,4,4,1,191.1286,-487.25531,322.74905,-243.81041,
2,0.06680488,4,4,1,194.76949,-492.81613,321.67996,-249.09357,
2,0.10194608,4,4,1,198.08109,-498.62625,320.64145,-254.00395,
2,0.13343443,4,4,1,201.04846,-504.67941,319.66312,-258.51907,
2,0.16115037,4,4,1,203.66032,-510.9715,318.76498,-262.62091,
2,0.18502967,4,4,1,205.91064,-517.49249,317.96188,-266.29721,
2,0.20505062,4,4,1,207.79735,-524.22577,317.26578,-269.53979,
2,0.22122009,4,4,1,209.32112,-538.2439,316.22763,-274.70352,
2,0.23356037,4,4,1,210.48402,-538.2439,316.22763,-274.70352,
2,0.24210127,4,4,1,211.28889,-545.48218,315.89508,-276.61737,
2,0.24687614,4,4,1,211.73886,-552.84167,315.68881,-278.08179,
2,0.24792434,4,4,1,211.83765,-560.2973,315.60846,-279.09433,
2,0.24528717,4,4,1,211.58913,-567.82385,315.65228,-279.65277,
2,0.23900658,4,4,1,210.99725,-575.3963,315.81732,-279.75507,
2,0.22912984,4,4,1,210.06651,-582.98889,316.09982,-279.39984,
2,0.2157096,4,4,1,208.80182,-590.57513,316.49585,-278.58652,
2,0.19880565,4,4,1,207.20885,-598.12805,317.00119,-277.31555,
2,0.17847902,4,4,1,205.29332,-605.62042,317.6116,-275.58783,
2,0.15479848,4,4,1,203.06174,-613.0249,318.32239,-273.40555,
2,0.12784401,4,4,1,200.52164,-620.31354,319.12906,-270.77264,
2,0.0977065,4,4,1,197.68156,-627.4577,320.02753,-267.69482,
2,0.06448083,4,4,1,194.55048,-634.42914,321.01358,-264.17886,
2,0.02827296,4,4,1,191.13835,-641.19977,322.08295,-260.23349,
1,0.98920256,4,4,1,187.45648,-647.74121,323.23193,-255.86977,
1,0.94740212,4,4,1,183.51733,-654.0257,324.45679,-251.10023,
1,0.90301651,4,4,1,179.33456,-660.02594,325.75415,-245.94008,
1,0.85618877,4,4,1,174.92166,-665.71545,327.12057,-240.40529,
1,0.8070752,4,4,1,170.29335,-671.06891,328.55246,-234.51436,
1,0.75584579,4,4,1,165.46564,-676.06207,330.04657,-228.28833,
1,0.70252377,4,4,1,160.44073,-680.90857,331.30133,-221.75095,
1,0.65088689,4,4,1,155.57463,-685.99792,332.04291,-215.43141,
1,0.60541451,4,4,1,151.28944,-691.59119,332.29843,-209.93939,
1,0.56421864,4,4,1,147.40727,-697.73682,331.93188,-205.03117,
1,0.5249967,4,4,1,143.71112,-704.26819,330.98474,-200.38947,
1,0.48768684,4,4,1,140.19514,-710.93372,329.77814,-195.98586,
1,0.45265427,4,4,1,136.89378,-717.67303,328.44543,-191.86519,
1,0.42031261,4,4,1,133.84601,-724.50433,327.02957,-188.08557,
1,0.39099604,4,4,1,131.0833,-731.44702,325.55798,-184.6951,
1,0.36494857,4,4,1,128.62866,-738.505,324.06125,-181.7292,
1,0.34234646,4,4,1,126.4987,-745.67145,322.57156,-179.21388,
1,0.32331926,4,4,1,124.70564,-752.93262,321.12122,-177.16885,
1,0.30794433,4,4,1,123.25675,-760.26898,319.74222,-175.6068,
1,0.29628295,4,4,1,122.15782,-767.66711,318.45557,-174.53894,
1,0.28833935,4,4,1,121.40924,-775.10992,317.27756,-173.96878,
1,0.28407511,4,4,1,121.00739,-782.57703,316.22058,-173.89394,
1,0.28342187,4,4,1,120.94583,-790.04547,315.29376,-174.30782,
1,0.28629979,4,4,1,121.21704,-797.49182,314.50256,-175.20216,
1,0.29261976,4,4,1,121.81261,-804.89172,313.85013,-176.56732,
1,0.30229759,4,4,1,122.72462,-812.22131,313.33716,-178.3941,
1,0.31524765,4,4,1,123.945,-819.4566,312.96255,-180.67297,
1,0.33138442,4,4,1,125.46568,-826.57367,312.72382,-183.39412,
1,0.3506251,4,4,1,127.27886,-833.54852,312.61768,-186.54781,
1,0.3728866,4,4,1,129.37671,-840.35724,312.64005,-190.12396,
1,0.39808461,4,4,1,131.75131,-846.97565,312.78665,-194.11197,
1,0.4261342,4,4,1,134.39461,-853.37988,313.0527,-198.50076,
1,0.45694509,4,4,1,137.29814,-859.54565,313.43372,-203.27803,
1,0.49042606,4,4,1,140.45328,-865.44904,313.92493,-208.43092,
1,0.52647823,4,4,1,143.85074,-871.06616,314.5217,-213.94505,
1,0.56499428,4,4,1,147.48038,-876.37329,315.21991,-219.80429,
1,0.60586423,4,4,1,151.33183,-881.34747,316.01498,-225.99167,
1,0.64896691,4,4,1,155.39369,-885.96625,316.90286,-232.48813,
1,0.69417304,4,4,1,159.65378,-890.20825,317.87949,-239.27296,
1,0.74134868,4,4,1,164.09949,-894.05304,318.9408,-246.32433,
1,0.79034591,4,4,1,168.71683,-897.48132,320.08328,-253.61789,
1,0.84101349,4,4,1,173.49159,-900.47528,321.30347,-261.12842,
1,0.89319324,4,4,1,178.40884,-903.01855,322.59781,-268.82932,
1,0.9467169,4,4,1,183.45276,-905.09692,323.96295,-276.6922,
2,0.00141351,4,4,1,188.60721,-906.69769,325.39554,-284.68805,
2,0.05709368,4,4,1,193.85434,-907.81042,326.89243,-292.78622,
2,0.11365332,4,4,1,199.18434,-908.43066,328.43549,-300.9686,
2,0.17093255,4,4,1,204.58217,-908.57159,330.00131,-309.20969,
2,0.22876576,4,4,1,210.0322,-908.25574,331.56458,-317.48422,
2,0.28722677,4,4,1,215.54138,-907.61047,332.97711,-325.81412,
2,0.34614694,4,4,1,221.09384,-907.05212,333.92511,-334.22357,
2,0.40389949,4,4,1,226.53627,-906.97174,334.41446,-342.52875,
2,0.45970511,4,4,1,231.79523,-907.66998,334.41467,-350.66025,
2,0.51271802,4,4,1,236.79102,-909.28705,334.02582,-358.5206,
2,0.56293339,4,4,1,241.52315,-911.79114,333.2984,-366.11102,
2,0.61080748,4,4,1,246.03467,-914.99774,332.2843,-373.47742,
2,0.65636736,4,4,1,250.32809,-918.71606,331.11414,-380.60052,
2,0.69949943,4,4,1,254.39273,-922.83295,329.89081,-387.44946,
2,0.74004376,4,4,1,258.2135,-927.30969,328.67392,-393.99588,
2,0.77783543,4,4,1,261.77487,-932.13495,327.50333,-400.21387,
2,0.81273299,4,4,1,265.06351,-937.30371,326.40857,-406.08133,
2,0.84462988,4,4,1,268.0694,-942.81342,325.40842,-411.58118,
2,0.87345636,4,4,1,270.78589,-948.65314,324.5174,-416.70001,
2,0.89917094,4,4,1,273.20917,-954.80505,323.7467,-421.42709,
2,0.92174977,4,4,1,275.33691,-961.24774,323.10373,-425.75333,
2,0.9411791,4,4,1,277.16791,-967.95734,322.59354,-429.67035,
2,0.95745069,4,4,1,278.70129,-974.90979,322.21814,-433.17023,
2,0.97056031,4,4,1,279.93671,-982.08014,321.978,-436.24524,
2,0.98050475,4,4,1,280.87384,-989.44397,321.87152,-438.88763,
2,0.98728651,4,4,1,281.51291,-996.9762,321.89584,-441.09015,
2,0.99091071,4,4,1,281.85446,-1004.65125,322.04745,-442.84573,
2,0.99138445,4,4,1,281.89911,-1012.44305,322.3226,-444.14752,
2,0.98871851,4,4,1,281.64786,-1020.32556,322.71686,-444.98901,
2,0.98292947,4,4,1,281.10233,-1028.27185,323.22552,-445.36456,
2,0.97404301,4,4,1,280.26489,-1036.25439,323.84381,-445.26978,
2,0.96209127,4,4,1,279.13861,-1044.24487,324.56689,-444.70129,
2,0.94711494,4,4,1,277.72726,-1052.21436,325.39035,-443.65714,
2,0.92916119,4,4,1,276.03537,-1060.13354,326.30966,-442.13644,
2,0.90828633,4,4,1,274.06818,-1067.97314,327.32004,-440.14005,
2,0.88456172,4,4,1,271.83246,-1075.70251,328.41739,-437.67133,
2,0.8580628,4,4,1,269.33527,-1083.29187,329.59738,-434.73468,
2,0.82887864,4,4,1,266.58502,-1090.71094,330.85596,-431.33713,
2,0.79711038,4,4,1,263.59128,-1097.9292,332.18964,-427.48792,
2,0.76286358,4,4,1,260.36398,-1104.91687,333.59497,-423.19772,
2,0.72625393,4,4,1,256.914,-1111.64465,335.06842,-418.47934,
2,0.68740964,4,4,1,253.25342,-1118.08398,336.60669,-413.3483,
