Checkpoint number,Checkpoint fraction,X,Y,Z
5,0.56908524,1827.63428,6.42312,-983.98108
5,0.58312213,1833.24902,6.5997,-983.60529
5,0.59707445,1838.82996,6.79577,-983.21973
5,0.61094439,1844.37793,7.01192,-982.82526
5,0.62473375,1849.89368,7.24854,-982.42285
5,0.63844472,1855.37805,7.50596,-982.01355
5,0.65207756,1860.83118,7.78683,-981.59326
5,0.66563189,1866.25293,8.09581,-981.15503
5,0.67910576,1871.64246,8.43974,-980.69037
5,0.69249713,1876.99902,8.826,-980.19238
5,0.70580345,1882.32153,9.2616,-979.65747
5,0.71902215,1887.60901,9.7532,-979.08514
5,0.73215109,1892.8606,10.30719,-978.47797
5,0.74518883,1898.07568,10.92938,-977.84094
5,0.75813437,1903.25391,11.62497,-977.18085
5,0.77098781,1908.39526,12.39889,-976.5058
5,0.78374994,1913.50012,13.25402,-975.82544
5,0.79642177,1918.56885,14.19165,-975.1507
5,0.80900508,1923.60217,15.21207,-974.49213
5,0.82145047,1928.58032,16.36369,-973.82599
5,0.83278531,1933.11426,18.06259,-972.91638
5,0.84353817,1937.41541,20.42528,-971.80853
5,0.85446405,1941.78577,23.26666,-971.21667
5,0.86518186,1946.07288,26.15477,-970.94867
5,0.8757208,1950.28845,29.04263,-971.00525
5,0.88609308,1954.43738,31.87547,-971.38049
5,0.89632565,1958.5304,34.6095,-972.06042
5,0.90643489,1962.5741,37.2173,-973.03265
5,0.91637599,1966.55054,39.68781,-974.29669
5,0.92619109,1970.47656,41.94858,-975.82953
5,0.93588436,1974.35388,43.89911,-977.67413
5,0.9454031,1978.16138,45.62207,-979.63898
5,0.95471281,1981.88525,48.54457,-980.5213
5,0.96264344,1985.0575,51.59214,-981.5412
5,0.96958828,1987.83545,54.66559,-982.5813
5,0.97568142,1990.27271,57.73902,-983.59167
5,0.9812991,1992.51978,60.72147,-984.5567
5,0.98649567,1994.59839,63.60896,-985.47437
5,0.99129975,1996.52002,66.40266,-986.34369
5,0.99574983,1998.30005,69.10332,-987.16309
5,0.99992126,1999.96863,71.79942,-987.8252
6,0.00829155,2001.57373,74.61982,-988.11774
6,0.01672911,2003.17554,77.62067,-987.87531
6,0.02547806,2004.83191,80.74055,-987.10486
6,0.03471664,2006.57312,83.86577,-985.9425
6,0.04444934,2008.39819,86.90447,-984.54211
6,0.05457683,2010.28748,89.81123,-983.00952
6,0.06496872,2012.21582,92.57395,-981.40076
6,0.07551134,2014.16077,95.20392,-979.72235
6,0.08613016,2016.10718,97.71266,-977.97217
6,0.0967812,2018.04578,100.10846,-976.14893
6,0.10743655,2019.97034,102.39713,-974.25299
6,0.11808242,2021.87744,104.58268,-972.28577
6,0.12870966,2023.76453,106.66829,-970.24921
6,0.13931297,2025.62988,108.65675,-968.1452
6,0.14989044,2027.47241,110.55049,-965.97534
6,0.16044199,2029.29138,112.35173,-963.74109
6,0.17097047,2031.08655,114.06245,-961.4436
6,0.18147998,2032.85803,115.68439,-959.08398
6,0.19197592,2034.60608,117.21914,-956.66327
6,0.20246354,2036.33093,118.66833,-954.18225
6,0.21295112,2038.03345,120.03317,-951.64178
6,0.22344628,2039.71423,121.31498,-949.04266
6,0.23395759,2041.37415,122.5149,-946.38568
6,0.24449338,2043.01392,123.63411,-943.67163
6,0.25506261,2044.6344,124.67367,-940.90125
6,0.2656756,2046.23669,125.63453,-938.07532
6,0.27634209,2047.82178,126.51765,-935.19476
6,0.28707311,2049.39063,127.32397,-932.26038
6,0.29787698,2050.94409,128.05446,-929.27301
6,0.30876312,2052.48291,128.71014,-926.23346
6,0.31974363,2054.0083,129.29185,-923.14252
6,0.33082974,2055.52124,129.80046,-920.00122
6,0.3420321,2057.02271,130.23685,-916.81055
6,0.35335878,2058.51318,130.60202,-913.57141
6,0.36482421,2059.9939,130.89687,-910.28406
6,0.37647763,2061.47192,131.11919,-906.94751
6,0.38776058,2062.86133,131.29144,-903.61902
6,0.39824805,2064.08765,131.46193,-900.26593
6,0.40766662,2065.10205,131.6671,-896.85126
6,0.4158434,2065.87671,131.9252,-893.35938
6,0.42266354,2066.39697,132.24167,-889.79285
6,0.42804399,2066.65625,132.61516,-886.16406
6,0.43191525,2066.65161,133.0419,-882.48956
6,0.43421292,2066.38184,133.51762,-878.78577
6,0.43487796,2065.84717,134.03815,-875.06873
6,0.4338505,2065.04834,134.59959,-871.35303
6,0.43107641,2063.98706,135.19821,-867.65247
6,0.42650047,2062.66553,135.83037,-863.97974
6,0.42007333,2061.08667,136.49232,-860.34668
6,0.41174993,2059.25439,137.18025,-856.76434
6,0.40148881,2057.1731,137.89023,-853.24304
6,0.3892509,2054.84741,138.61803,-849.79193
6,0.37500516,2052.28296,139.35924,-846.41956
6,0.35872132,2049.48511,140.10907,-843.13318
6,0.34037247,2046.45959,140.86232,-839.93951
6,0.3199403,2043.21265,141.61337,-836.84424
6,0.29740855,2039.75049,142.35606,-833.85205
6,0.27276611,2036.07947,143.08354,-830.96661
6,0.24600753,2032.20618,143.78839,-828.19073
6,0.21713413,2028.13757,144.46237,-825.52618
6,0.18615772,2023.88135,145.09688,-822.97412
6,0.15313031,2019.44995,145.68489,-820.53656
6,0.11818421,2014.86523,146.22772,-818.21942
6,0.08140795,2010.14209,146.73088,-816.03076
6,0.04286439,2005.29077,147.20108,-813.97919
6,0.00260867,2000.31921,147.64464,-812.07269
5,0.98808807,1995.23535,148.06747,-810.31866
5,0.97511655,1990.04675,148.47491,-808.72382
5,0.96190125,1984.76062,148.87166,-807.29443
5,0.94845974,1979.38403,149.26184,-806.03638
5,0.93483216,1973.93298,149.43083,-804.80707
5,0.92165005,1968.66016,149.1292,-803.29633
5,0.9087109,1963.4845,148.40633,-801.5755
5,0.89609432,1958.43787,147.30565,-799.6416
5,0.88392025,1953.56824,145.86633,-797.48029
5,0.87231076,1948.92444,144.12312,-795.07861
5,0.86275542,1945.10229,142.19974,-792.12024
5,0.8549484,1941.97949,139.90915,-788.59149
5,0.84862268,1939.44922,137.31984,-784.62677
5,0.84360135,1937.44067,134.53879,-780.3537
5,0.83979028,1935.91626,131.65826,-775.86621
5,0.83717132,1934.86865,128.73621,-771.22058
5,0.83576387,1934.30566,125.81564,-766.45734
5,0.83559817,1934.23938,122.93182,-761.61206
5,0.8366974,1934.67908,120.11639,-756.7207
5,0.83906955,1935.62793,117.3996,-751.82159
5,0.84270537,1937.08228,114.80712,-746.95459
5,0.84758151,1939.03271,112.35886,-742.15967
5,0.85366273,1941.46521,110.06869,-737.47583
5,0.86090547,1944.3623,107.94537,-732.9408
5,0.86925906,1947.70374,105.99316,-728.59052
5,0.87866819,1951.46741,104.21271,-724.45911
5,0.88907379,1955.62964,102.60217,-720.57916
5,0.90041441,1960.16589,101.15752,-716.98151
5,0.91262513,1965.05017,99.87395,-713.69568
5,0.92563933,1970.25586,98.74563,-710.74982
5,0.9393869,1975.75488,97.76653,-708.17084
5,0.95379454,1981.51794,96.93066,-705.98444
5,0.96878511,1987.51416,96.23235,-704.21521
5,0.98427767,1993.71118,95.66579,-702.88599
6,0.00093473,2000.07507,95.22504,-702.01758
6,0.08157143,2006.56909,94.90479,-701.62854
6,0.16225873,2013.15479,94.70021,-701.73486
6,0.24361403,2019.85315,93.94599,-701.50397
6,0.31961048,2026.0625,92.93085,-700.40076
6,0.39366764,2031.97485,91.5186,-698.38452
6,0.46772805,2037.7063,89.75433,-695.6582
6,0.5419296,2043.25354,87.79427,-692.45941
6,0.61603916,2048.58813,85.7606,-688.93658
6,0.68998152,2053.68506,83.72146,-685.13898
6,0.76387036,2058.52588,81.71705,-681.06903
6,0.83796698,2063.09937,79.77528,-676.71771
6,0.91263229,2067.40088,77.9166,-672.08032
6,0.98826385,2071.42969,76.15675,-667.16235
7,0.06465258,2075.18823,74.50628,-661.97711
7,0.14107296,2078.67993,72.97163,-656.54309
7,0.21787708,2081.90845,71.55585,-650.88068
7,0.2954244,2084.87671,70.25961,-645.01001
7,0.37407711,2087.58691,69.08134,-638.94989
7,0.45419857,2090.04004,68.01851,-632.71814
7,0.53617507,2092.23633,67.068,-626.33087
7,0.62042344,2094.1748,66.22618,-619.80267
7,0.70740479,2095.85352,65.48914,-613.14703
7,0.79762757,2097.26953,64.85335,-606.37708
7,0.89168048,2098.41968,64.31522,-599.50519
7,0.99024922,2099.29956,63.87136,-592.5434
8,0.0928119,2099.90479,63.51876,-585.50391
8,0.1981674,2100.23022,63.25454,-578.39844
8,0.30696115,2100.271,63.07587,-571.23938
8,0.41996104,2100.02173,62.9801,-564.03906
8,0.53808606,2099.47778,62.96455,-556.81042
8,0.66244489,2098.63452,63.02683,-549.56702
8,0.79438889,2097.48755,63.16499,-542.323
8,0.93561387,2096.03271,63.37709,-535.0929
9,0.08710581,2094.26685,63.66124,-527.8916
9,0.24562836,2092.18677,64.0155,-520.73444
9,0.412375,2089.79102,64.43803,-513.63733
9,0.58960956,2087.07813,64.92711,-506.6167
9,0.78022045,2084.04785,65.48121,-499.68933
9,0.98796231,2080.70093,66.09862,-492.87222
11,0.23829147,2077.03955,66.77783,-486.18274
11,0.51562852,2073.06567,67.51722,-479.63815
11,0.79089385,2068.78345,68.31519,-473.25601
18,0.27319831,2064.198,69.16998,-467.05374
18,0.33280471,2059.31543,70.08025,-461.04895
18,0.39274406,2054.14307,71.04446,-455.25894
18,0.45293161,2048.68921,72.06133,-449.7009
18,0.51328039,2042.96313,73.12937,-444.39163
18,0.57369632,2036.97571,74.24722,-439.34756
18,0.63407815,2030.7384,75.41348,-434.58469
18,0.69432157,2024.26428,76.62686,-430.11844
18,0.75431663,2017.56714,77.88589,-425.96356
18,0.81395084,2010.66162,79.18902,-422.134
18,0.87309968,2003.56396,80.53491,-418.64297
18,0.93163353,1996.29114,81.92255,-415.50308
18,0.9894172,1988.86072,83.35063,-412.72598
19,0.09976076,1981.29089,84.81782,-410.3223
19,0.22015277,1973.60132,86.32281,-408.30139
19,0.33789641,1965.81226,87.86452,-406.67163
19,0.4524796,1957.94421,89.44176,-405.44049
19,0.56337333,1950.01868,91.0536,-404.61414
19,0.67006326,1942.05713,92.69888,-404.1976
19,0.77202445,1934.08203,94.3766,-404.19443
19,0.86874717,1926.11536,96.08543,-404.60739
19,0.95972061,1918.18005,97.8242,-405.43726
20,0.10277991,1910.29895,99.59163,-406.68356
20,0.28466895,1902.49536,101.38679,-408.34439
20,0.45156986,1894.7926,103.20889,-410.4166
20,0.60204405,1887.21362,105.05695,-412.89584
20,0.7347014,1879.78149,106.93021,-415.77618
20,0.84828097,1872.51868,108.82768,-419.05048
20,0.94383079,1865.42371,110.71006,-422.69717
21,0.29719853,1858.23486,112.09817,-426.35757
22,0.70180577,1850.95361,112.98772,-429.72702
25,0.11583488,1843.58252,113.42865,-432.9014
25,0.21586783,1836.15808,113.5119,-435.84946
25,0.32371986,1828.69531,113.28944,-438.53879
25,0.43912524,1821.20593,112.8017,-440.93799
25,0.56746191,1813.68994,112.08285,-442.77203
25,0.71523291,1806.23145,111.30102,-443.62073
25,0.8825776,1798.74365,110.30585,-443.56412
26,0.51319951,1791.26855,109.14433,-442.76904
34,0.09027226,1783.87122,107.90577,-441.37509
34,0.11693847,1776.60645,106.66557,-439.46466
34,0.14371817,1769.51526,105.47513,-437.07324
34,0.17062218,1762.63098,104.37109,-434.2153
34,0.19764204,1755.98071,103.37595,-430.89609
34,0.22475058,1749.58984,102.50594,-427.12469
34,0.25190017,1743.48254,101.77226,-422.91501
34,0.27902889,1737.68201,101.18204,-418.28461
34,0.30605638,1732.21057,100.73885,-413.25369
34,0.33288673,1727.08972,100.44351,-407.84424
34,0.35941288,1722.34045,100.29483,-402.07928
34,0.38551262,1717.98279,100.28951,-395.983
34,0.411053,1714.03613,100.42336,-389.58109
34,0.43588996,1710.51929,100.69165,-382.90054
34,0.45986876,1707.44983,101.08855,-375.96881
34,0.48282522,1704.84436,101.6083,-368.81525
34,0.50458866,1702.71814,102.24526,-361.47079
34,0.52497911,1701.08521,102.99368,-353.96698
34,0.54381084,1699.95776,103.84746,-346.33652
34,0.56089997,1699.34546,104.80119,-338.61426
34,0.576056,1699.25647,105.84941,-330.83536
34,0.58909649,1699.69592,106.98695,-323.03629
34,0.59983963,1700.66711,108.20908,-315.25415
34,0.60811323,1702.17017,109.51125,-307.52667
34,0.61375654,1704.20313,110.88905,-299.89154
34,0.61662811,1706.76025,112.33878,-292.38721
34,0.61660272,1709.83398,113.85648,-285.05118
34,0.61358172,1713.41321,115.4385,-277.92084
34,0.6074959,1717.48376,117.08157,-271.03287
34,0.59830749,1722.02905,118.78268,-264.42313
34,0.58601165,1727.02979,120.53893,-258.12616
34,0.57064337,1732.46411,122.34727,-252.17484
34,0.55222863,1738.29382,124.13866,-246.54471
34,0.53274512,1743.97681,125.24342,-240.56708
34,0.51326865,1749.42969,125.96915,-234.4447
34,0.49464998,1754.5155,126.3088,-228.09244
34,0.47756246,1759.14502,126.30167,-221.47493
34,0.46288979,1763.21606,126.01709,-214.56616
34,0.45047784,1766.77539,125.49426,-207.39429
34,0.44007775,1769.89636,124.80957,-200.0446
34,0.43172446,1772.61548,124.04642,-192.59625
34,0.42564425,1774.93604,123.26338,-185.09326
34,0.42215404,1776.84521,122.49976,-177.55618
34,0.42159563,1778.32556,121.78143,-169.99274
34,0.42428848,1779.36328,121.12628,-162.40746
34,0.43050632,1779.95178,120.54821,-154.80838
34,0.44047999,1780.09106,120.05814,-147.20773
34,0.45441636,1779.78516,119.66467,-139.62115
34,0.47250503,1779.04004,119.37382,-132.0659
34,0.49493,1777.86255,119.18947,-124.56026
34,0.52187276,1776.25964,119.11314,-117.12271
34,0.55350929,1774.23877,119.14524,-109.77272
34,0.59001148,1771.80713,119.28512,-102.53005
34,0.63155246,1768.97168,119.53104,-95.41457
34,0.67828912,1765.73987,119.88058,-88.44652
34,0.73035902,1762.12,120.33099,-81.64661
34,0.78788841,1758.12036,120.87907,-75.03555
34,0.85096532,1753.75012,121.52109,-68.63403
34,0.91964275,1749.02026,122.25377,-62.4633
34,0.99393028,1743.94153,123.07323,-56.54411
35,0.06750061,1738.52722,123.97598,-50.89736
35,0.14365354,1732.79138,124.95878,-45.54369
35,0.22224635,1726.74854,126.01803,-40.50321
35,0.30260175,1720.41577,127.15054,-35.79555
35,0.38400555,1713.81104,128.35306,-31.4395
35,0.46570882,1706.95361,129.62262,-27.45315
35,0.54694736,1699.86438,130.95624,-23.85345
35,0.62696177,1692.56531,132.35088,-20.65612
35,0.70501488,1685.07971,133.80396,-17.87584
35,0.78041065,1677.43213,135.31294,-15.52582
35,0.85251123,1669.64771,136.87505,-13.61765
35,0.92074507,1661.75354,138.48805,-12.16129
35,0.98462582,1653.77686,140.14964,-11.16492
36,0.04323759,1645.74573,141.85767,-10.63518
36,0.09528555,1637.6886,143.61009,-10.57707
36,0.14098607,1629.63477,145.40503,-10.9932
36,0.18064179,1621.61328,147.2404,-11.88488
36,0.2145768,1613.65381,149.11438,-13.25069
36,0.24311247,1605.78589,151.02519,-15.08782
36,0.2665762,1598.03906,152.97124,-17.39101
36,0.28528199,1590.44238,154.95079,-20.15386
36,0.29954603,1583.02466,156.9622,-23.36704
36,0.30966416,1575.81409,159.00398,-27.01995
36,0.31592202,1568.83826,161.0748,-31.09961
36,0.31858683,1562.12415,163.17345,-35.59192
36,0.31790966,1555.69751,165.29834,-40.48122
36,0.31413218,1549.58325,167.44843,-45.74886
36,0.30747432,1543.80505,169.62233,-51.3757
36,0.29814541,1538.38513,171.81888,-57.34015
36,0.28633565,1533.3446,174.03697,-63.61975
36,0.27222195,1528.70325,176.27551,-70.19077
36,0.25596902,1524.47888,178.53354,-77.02752
36,0.2377274,1520.68799,180.80986,-84.10405
36,0.2176352,1517.34509,183.10333,-91.39301
36,0.19609259,1514.32715,185.21269,-98.93768
36,0.17552896,1511.21069,186.83177,-106.54261
36,0.15827496,1507.67712,187.94572,-113.88426
36,0.14333743,1503.84412,188.62221,-121.0637
36,0.13063842,1499.74536,188.97279,-128.03271
36,0.12336399,1495.00427,189.18954,-134.25549
36,0.12077119,1489.59949,189.09546,-139.90353
36,0.12169469,1483.69873,188.75764,-145.08408
36,0.12520199,1477.46912,188.28983,-149.85471
36,0.13077584,1471.01172,187.77815,-154.23323
36,0.13820441,1464.37158,187.27429,-158.2119
36,0.1473902,1457.5719,186.81435,-161.77423
36,0.1582897,1450.62305,186.42023,-164.90179
36,0.17084986,1443.53564,186.10683,-167.58
36,0.18498884,1436.32532,185.88602,-169.79913
36,0.20060782,1429.0116,185.76689,-171.55295
36,0.21760373,1421.61572,185.75569,-172.8369
36,0.23587096,1414.16077,185.85619,-173.64813
36,0.2553083,1406.67041,186.06981,-173.9848
36,0.27581489,1399.16968,186.39635,-173.84613
36,0.2972936,1391.68457,186.83453,-173.23248
36,0.31965226,1384.2417,187.38214,-172.14493
36,0.34280258,1376.86804,188.03578,-170.58586
36,0.36665943,1369.59143,188.79185,-168.55896
36,0.39114305,1362.4397,189.64615,-166.06917
36,0.41617429,1355.44116,190.59418,-163.12329
36,0.44167739,1348.62439,191.63156,-159.7299
36,0.46757829,1342.01782,192.75391,-155.89928
36,0.49380502,1335.65002,193.95689,-151.64369
36,0.52028865,1329.54871,195.23613,-146.97713
36,0.54695785,1323.74146,196.58788,-141.91641
36,0.57374626,1318.25488,198.00816,-136.47935
36,0.60058743,1313.1145,199.49344,-130.68623
36,0.62741649,1308.34485,201.04002,-124.55872
36,0.65416765,1303.96899,202.64467,-118.12103
36,0.68196142,1299.4707,203.70982,-111.5091
36,0.70937288,1294.6875,204.35143,-105.25074
36,0.73600787,1289.4248,204.53871,-99.59099
36,0.76202196,1283.64868,204.25786,-94.49658
36,0.78779173,1277.46204,203.53232,-89.77831
36,0.81296706,1271.04675,202.55943,-85.383
36,0.83726466,1264.48901,201.46088,-81.31359
36,0.86049819,1257.80884,200.29601,-77.5975
36,0.88251466,1251.01025,199.10413,-74.26597
36,0.90318125,1244.09753,197.91783,-71.34643
36,0.92237973,1237.07922,196.76733,-68.86077
36,0.94001293,1229.96741,195.6799,-66.82487
36,0.95601374,1222.77173,194.67424,-65.25062
36,0.97034097,1215.50598,193.76506,-64.14301
36,0.98297453,1208.18762,192.96349,-63.50182
36,0.99391019,1200.83728,192.27795,-63.32324
37,0.00423397,1193.47632,191.71362,-63.60207
37,0.01438993,1186.12683,191.27342,-64.33228
37,0.02233832,1178.81165,190.95859,-65.50765
37,0.02812695,1171.55322,190.76852,-67.12193
37,0.03180318,1164.37427,190.70134,-69.16898
37,0.03341478,1157.29773,190.75423,-71.64222
37,0.03300833,1150.34692,190.92392,-74.53462
37,0.03063019,1143.54504,191.20638,-77.83887
37,0.02632505,1136.91602,191.59787,-81.54633
37,0.02013694,1130.4834,192.0943,-85.64804
37,0.01210783,1124.27112,192.69157,-90.1339
37,0.00228031,1118.30273,193.38528,-94.99276
36,0.99320549,1112.60205,194.17152,-100.21138
36,0.98355526,1107.19214,195.04614,-105.77567
36,0.97277343,1102.09583,196.00551,-111.66901
36,0.96091121,1097.33545,197.04619,-117.87404
36,0.94849604,1092.77673,197.96684,-124.33508
36,0.93653202,1088.23157,198.59502,-130.81207
36,0.92561954,1083.57739,198.85585,-137.14244
36,0.91530454,1078.88306,198.78984,-143.44652
36,0.90565622,1074.14307,198.4415,-149.67255
36,0.8967796,1069.31738,197.81218,-155.78673
36,0.88891578,1064.34705,196.92068,-161.70142
36,0.8824299,1059.14465,195.78268,-167.29051
36,0.87860805,1053.48499,194.55508,-172.0538
36,0.87743253,1047.31067,193.14354,-176.04013
36,0.87841946,1040.72107,191.56337,-179.3799
36,0.88105106,1033.86096,189.90672,-182.17252
36,0.88499421,1026.83289,188.25371,-184.46875
36,0.8900885,1019.69269,186.65814,-186.28102
36,0.89626706,1012.46814,185.15343,-187.60364
36,0.9034918,1005.17743,183.75993,-188.42897
36,0.91171581,997.84027,182.49178,-188.75528
36,0.9208805,990.47986,181.35928,-188.58647
36,0.93092316,983.12091,180.36914,-187.92986
36,0.94178295,975.78839,179.52449,-186.79428
36,0.95340061,968.50793,178.82658,-185.18942
36,0.96572149,961.30469,178.27444,-183.12494
36,0.97869641,954.20325,177.86522,-180.61046
36,0.9922772,947.22876,177.59547,-177.65625
37,0.0090565,940.40607,177.46114,-174.27251
37,0.02963969,933.76001,177.45776,-170.46942
37,0.05074319,927.31537,177.58061,-166.25768
37,0.07229339,921.09698,177.82475,-161.64919
37,0.09422021,915.12952,178.18523,-156.65654
37,0.11645331,909.43756,178.65721,-151.29395
37,0.1389239,904.04529,179.23607,-145.57704
37,0.16156541,898.97656,179.91722,-139.52228
37,0.18431197,894.25439,180.69601,-133.14809
37,0.20709503,889.901,181.56836,-126.47534
37,0.22984986,885.93781,182.53024,-119.52551
37,0.25251171,882.38507,183.57784,-112.32195
37,0.27501592,879.26154,184.70737,-104.88966
37,0.29729968,876.58435,185.91505,-97.25517
37,0.31929898,874.36871,187.19737,-89.44686
37,0.34095079,872.62799,188.55106,-81.49435
37,0.36219364,871.3736,189.97296,-73.42816
37,0.38296762,870.61554,191.46004,-65.27932
37,0.4032121,870.3606,193.00928,-57.08057
37,0.42332497,870.59186,194.50513,-48.76585
37,0.44500974,870.28021,195.24281,-40.40932
37,0.46725819,869.09613,195.44052,-32.35055
37,0.4901273,866.97998,195.10504,-24.57125
37,0.51329899,863.98572,194.34972,-17.09847
37,0.53663403,860.31116,193.25291,-9.87578
37,0.55969489,856.15753,191.9697,-2.9173
37,0.58214796,851.6344,190.61162,3.74854
37,0.6037854,846.7782,189.24327,10.09244
37,0.62446463,841.59515,187.9054,16.08695
37,0.64406484,836.09064,186.63199,21.70773
37,0.66250116,830.26624,185.44583,26.93558
37,0.67971045,824.13055,184.364,31.75658
37,0.69564575,817.69995,183.39946,36.16096
37,0.71027243,810.99646,182.56207,40.14148
37,0.72356635,804.04474,181.85846,43.69231
37,0.73551226,796.87006,181.29243,46.80798
37,0.74610257,789.49811,180.86536,49.48339
37,0.75533599,781.95465,180.57651,51.71368
37,0.76321602,774.26593,180.42406,53.4942
37,0.76974994,766.45752,180.40465,54.82017
37,0.7749474,758.55609,180.51476,55.68729
37,0.77882022,750.58807,180.75024,56.0913
37,0.78138322,742.58038,181.10652,56.02876
37,0.78265285,734.56042,181.57892,55.49702
37,0.78264701,726.55591,182.16266,54.4941
37,0.78138626,718.5954,182.85306,53.01962
37,0.77889258,710.70746,183.64528,51.0743
37,0.77519017,702.92151,184.53479,48.6608
37,0.77030426,695.26727,185.51749,45.78334
37,0.76426166,687.77441,186.58932,42.44773
37,0.75709146,680.47247,187.74614,38.66182
37,0.74882466,673.39075,188.98405,34.43554
37,0.73949337,666.55798,190.29895,29.78041
37,0.72913313,660.00287,191.68747,24.71131
37,0.71838802,653.57965,192.91206,19.3338
37,0.70849991,647.10681,193.74567,14.03656
37,0.69978517,640.51636,194.14279,8.93073
37,0.69187468,633.87982,194.20384,3.93417
37,0.68473881,627.20074,193.96274,-0.93744
37,0.67856276,620.44635,193.43959,-5.58534
37,0.6747241,613.43433,192.70432,-9.34842
37,0.6730839,606.07617,191.59344,-12.40591
37,0.67312866,598.48547,190.21596,-14.89371
37,0.6744318,590.78082,188.70425,-16.89346
37,0.67678666,583.02686,187.14215,-18.42786
37,0.68011123,575.25562,185.58099,-19.48911
37,0.68436372,567.48865,184.05846,-20.0614
37,0.68949801,559.74805,182.60846,-20.13347
37,0.6954807,552.05084,181.25473,-19.69568
37,0.70227045,544.41467,180.01469,-18.74615
37,0.70981538,536.8595,178.90147,-17.29079
