Checkpoint number,Checkpoint fraction,Ground checkpoint,Contact checkpoint,Lap index,Lap distance,X,Y,Z,Notes
3,0.4050827,22,22,0,1139.94519,-2419.38599,359.60419,-506.02371,
3,0.39912981,22,22,0,1139.35229,-2420.81274,358.46967,-498.29102,
3,0.39341921,22,22,0,1138.78357,-2422.69849,357.39853,-490.71683,
3,0.38796765,22,22,0,1138.2406,-2425.0498,356.41144,-483.31793,
3,0.38278905,22,22,0,1137.72473,-2427.86523,355.52374,-476.11035,
3,0.37789622,22,22,0,1137.23743,-2431.13525,354.74814,-469.11136,
3,0.3733007,22,22,0,1136.77979,-2434.8457,354.09396,-462.33856,
3,0.36901325,22,22,0,1136.35266,-2438.97998,353.56744,-455.80966,
3,0.36504361,22,22,0,1135.95728,-2443.52051,353.17181,-449.54218,
3,0.3614009,22,22,0,1135.59448,-2448.44897,352.90799,-443.55356,
3,0.35809368,22,22,0,1135.26514,-2453.74634,352.77527,-437.86139,
3,0.35513058,22,22,0,1134.96997,-2459.3938,352.77176,-432.48331,
3,0.35251918,22,22,0,1134.70996,-2465.37158,352.89465,-427.43692,
3,0.35026672,22,22,0,1134.4856,-2471.65991,353.14032,-422.73972,
3,0.34837976,22,22,0,1134.29761,-2478.23828,353.50476,-418.40897,
3,0.34686407,22,22,0,1134.14661,-2485.08545,353.98349,-414.46143,
3,0.34572464,22,22,0,1134.0332,-2492.1792,354.57193,-410.91351,
3,0.34496546,22,22,0,1133.95752,-2499.49609,355.26566,-407.78107,
3,0.34458932,22,22,0,1133.92004,-2507.01196,356.05984,-405.07886,
3,0.3445977,22,22,0,1133.9209,-2514.70068,356.9502,-402.8205,
3,0.34499121,22,22,0,1133.96008,-2522.53613,357.93237,-401.01889,
3,0.3457686,22,22,0,1134.0376,-2530.48999,359.0022,-399.685,
3,0.34692773,22,22,0,1134.15295,-2538.53394,360.15543,-398.82867,
3,0.34846482,22,22,0,1134.30603,-2546.64648,361.37836,-398.45544,
3,0.35036588,22,22,0,1134.49548,-2554.80103,362.65387,-398.55884,
3,0.35261181,22,22,0,1134.71912,-2562.96558,363.97025,-399.12701,
3,0.35518533,22,22,0,1134.97546,-2571.10498,365.32471,-400.15067,
3,0.35798609,22,22,0,1135.25439,-2579.28149,366.5119,-401.48227,
3,0.36079675,22,22,0,1135.5343,-2587.49683,367.35095,-402.83566,
3,0.36337438,22,22,0,1135.79114,-2595.69922,367.76233,-403.90332,
3,0.36566302,22,22,0,1136.01904,-2603.85913,367.78116,-404.61676,
3,0.36772662,22,22,0,1136.22461,-2611.99951,367.44281,-405.05161,
3,0.36955068,22,22,0,1136.40625,-2620.08228,366.82092,-405.19727,
3,0.37092417,22,22,0,1136.54309,-2628.02856,365.95248,-404.79004,
3,0.37158152,22,22,0,1136.60852,-2635.68384,364.96371,-403.51154,
3,0.37153462,22,22,0,1136.60388,-2643.08862,363.81186,-401.35858,
3,0.37090552,22,22,0,1136.54114,-2650.27124,362.51288,-398.48065,
3,0.36981955,22,22,0,1136.43298,-2657.21436,361.14941,-395.04657,
3,0.36835483,22,22,0,1136.28711,-2663.88989,359.79733,-391.16608,
3,0.36654583,22,22,0,1136.10693,-2670.27148,358.50861,-386.88989,
3,0.36439955,22,22,0,1135.89319,-2676.33936,357.31091,-382.23059,
3,0.3619211,22,22,0,1135.64636,-2682.07739,356.22211,-377.19693,
3,0.35911912,22,22,0,1135.36731,-2687.47144,355.25525,-371.80295,
3,0.35600635,22,22,0,1135.05725,-2692.50977,354.41907,-366.06747,
3,0.35259742,22,22,0,1134.71765,-2697.18115,353.71957,-360.01257,
3,0.3489075,22,22,0,1134.35022,-2701.4751,353.15945,-353.66113,
3,0.34495151,22,22,0,1133.95618,-2705.3811,352.73901,-347.03659,
3,0.34074533,22,22,0,1133.53723,-2708.8894,352.45721,-340.16333,
3,0.33630344,22,22,0,1133.09485,-2711.9895,352.31171,-333.06534,
3,0.3316409,22,22,0,1132.63037,-2714.67163,352.29904,-325.76685,
3,0.32677224,22,22,0,1132.14551,-2716.92627,352.41498,-318.29221,
3,0.32171202,22,22,0,1131.64148,-2718.7439,352.65469,-310.66623,
3,0.31647581,22,22,0,1131.12,-2720.11597,353.01373,-302.91516,
3,0.31107879,22,22,0,1130.5824,-2721.03442,353.4873,-295.06512,
3,0.30553678,22,22,0,1130.0304,-2721.49194,354.07077,-287.14307,
3,0.29986566,22,22,0,1129.46558,-2721.48242,354.75909,-279.17633,
3,0.29408273,22,22,0,1128.88965,-2721.00122,355.54788,-271.19376,
3,0.28820503,22,22,0,1128.3042,-2720.04492,356.43237,-263.22412,
3,0.28225055,22,22,0,1127.71118,-2718.6123,357.40787,-255.29688,
3,0.27623829,22,22,0,1127.1123,-2716.70361,358.47043,-247.44252,
3,0.27018738,22,22,0,1126.50964,-2714.3208,359.61594,-239.69145,
3,0.26411799,22,22,0,1125.90515,-2711.46851,360.84076,-232.07471,
3,0.25805017,22,22,0,1125.30078,-2708.15308,362.14127,-224.62296,
3,0.25200486,22,22,0,1124.69873,-2704.38257,363.51395,-217.36662,
3,0.24600276,22,22,0,1124.10083,-2700.16748,364.95511,-210.33566,
3,0.24006546,22,22,0,1123.50952,-2695.521,366.4614,-203.55974,
3,0.2342148,22,22,0,1122.92676,-2690.45874,368.02994,-197.06795,
3,0.22847268,22,22,0,1122.35486,-2684.99805,369.65808,-190.88843,
3,0.22286053,22,22,0,1121.7959,-2679.15747,371.34277,-185.04793,
3,0.21740043,22,22,0,1121.25208,-2672.9585,373.08157,-179.57225,
3,0.21211374,22,22,0,1120.72546,-2666.42383,374.87164,-174.4856,
3,0.20702177,22,22,0,1120.21838,-2659.57886,376.71063,-169.81052,
3,0.20214558,22,22,0,1119.73267,-2652.44995,378.59625,-165.56808,
3,0.19750589,22,22,0,1119.27063,-2645.06494,380.52637,-161.77763,
3,0.19312261,22,22,0,1118.83398,-2637.45288,382.49878,-158.45659,
3,0.18901536,22,22,0,1118.42493,-2629.64526,384.51166,-155.62001,
3,0.18520261,22,22,0,1118.04517,-2621.6731,386.56284,-153.28108,
3,0.18159364,22,22,0,1117.68567,-2613.53027,388.47952,-151.31454,
3,0.17778289,22,22,0,1117.30615,-2605.41138,389.82245,-149.08543,
3,0.17391901,22,22,0,1116.92139,-2597.34277,390.81592,-146.79042,
3,0.16996929,22,22,0,1116.52795,-2589.33276,391.4433,-144.38162,
3,0.16586749,22,22,0,1116.11938,-2581.42993,391.69699,-141.74998,
3,0.16157262,22,22,0,1115.69165,-2573.66431,391.59109,-138.82799,
3,0.15708086,22,22,0,1115.24426,-2566.03613,391.15228,-135.61121,
3,0.15245739,22,22,0,1114.78369,-2558.52246,390.44748,-132.19839,
3,0.14774725,22,22,0,1114.31458,-2551.16846,389.58759,-128.63333,
3,0.14293833,22,22,0,1113.83569,-2544.02417,388.6376,-124.8797,
3,0.13799863,22,22,0,1113.34363,-2537.12549,387.62509,-120.87843,
3,0.13290708,22,22,0,1112.83655,-2530.50269,386.57504,-116.58833,
3,0.12765825,22,22,0,1112.31372,-2524.18335,385.51663,-111.98955,
3,0.12225504,22,22,0,1111.77563,-2518.19214,384.47891,-107.07434,
3,0.1167068,22,22,0,1111.22302,-2512.54419,383.4837,-101.84769,
3,0.11102771,22,22,0,1110.65735,-2507.25098,382.55045,-96.32145,
3,0.10523128,22,22,0,1110.08008,-2502.32178,381.69315,-90.50756,
3,0.09933162,22,22,0,1109.49243,-2497.76025,380.91754,-84.42078,
3,0.09334749,22,22,0,1108.89636,-2493.56836,380.2294,-78.08273,
3,0.08729705,22,22,0,1108.29382,-2489.74707,379.63022,-71.51417,
3,0.08119988,22,22,0,1107.68652,-2486.29761,379.12143,-64.73759,
3,0.07507469,22,22,0,1107.07642,-2483.22266,378.70401,-57.77404,
3,0.06894,22,22,0,1106.46545,-2480.52563,378.37799,-50.64335,
3,0.06281356,22,22,0,1105.85522,-2478.21094,378.1423,-43.36417,
3,0.05671352,22,22,0,1105.24768,-2476.28296,377.99545,-35.95556,
3,0.05065794,22,22,0,1104.64453,-2474.74585,377.93506,-28.4365,
3,0.04466497,22,22,0,1104.04761,-2473.60327,377.95868,-20.82671,
3,0.03875303,22,22,0,1103.45874,-2472.85938,378.06335,-13.14553,
3,0.03294003,22,22,0,1102.87988,-2472.51709,378.24609,-5.41321,
3,0.0272445,22,22,0,1102.3125,-2472.57886,378.5036,2.35,
3,0.02168456,22,22,0,1101.75879,-2473.04639,378.83316,10.1228,
3,0.01627814,22,22,0,1101.22034,-2473.92139,379.23181,17.88423,
3,0.01104309,22,22,0,1100.69885,-2475.20386,379.69659,25.61266,
3,0.00599271,22,22,0,1100.19592,-2476.89282,380.21844,33.29163,
3,0.00114135,22,22,0,1099.71265,-2478.97998,380.79071,40.89949,
3,0,22,22,0,2748.58252,-2481.37476,381.28525,48.47483,
3,0,22,22,0,2748.64868,-2483.80371,381.4429,56.10656,
3,0,22,22,0,2748.76904,-2485.94678,381.22604,63.73493,
3,0,22,22,0,2748.94604,-2487.59741,380.61264,71.34235,
3,0,22,22,0,2749.17603,-2488.87451,379.62546,78.96383,
3,0,22,22,0,2749.44336,-2489.79614,378.36328,86.55034,
3,0,22,22,0,2749.74194,-2490.37305,376.86539,94.08853,
3,0,22,22,0,2750.06201,-2490.35303,375.19012,101.50564,
3,0,22,22,0,2750.38257,-2489.43457,373.4743,108.66691,
3,0,22,22,0,2750.70508,-2487.57544,371.70752,115.57666,
3,0,22,22,0,2751.03467,-2484.91992,369.85904,122.27988,
3,0,22,22,0,2751.36206,-2481.64917,367.99426,128.75963,
3,0,22,22,0,2751.67676,-2477.89429,366.18478,134.9859,
3,0,22,22,0,2751.97314,-2473.71191,364.4725,140.93584,
3,0,22,22,0,2752.2478,-2469.12695,362.88187,146.5914,
3,0,22,22,0,2752.49878,-2464.15747,361.42822,151.93738,
3,0,22,22,0,2752.72534,-2458.82324,360.12137,156.96045,
3,0,22,22,0,2752.92627,-2453.14697,358.96686,161.64857,
3,0,22,22,0,2753.10205,-2447.1521,357.96695,165.99046,
3,0,22,22,0,2753.25244,-2440.86353,357.12152,169.97534,
3,0,22,22,0,2753.37817,-2434.30518,356.42834,173.59264,
3,0,22,22,0,2753.47998,-2427.50171,355.88422,176.83191,
3,0,22,22,0,2753.55811,-2420.47656,355.48492,179.68253,
3,0,22,22,0,2753.61377,-2413.25391,355.22586,182.13403,
3,0,22,22,0,2753.64746,-2405.85742,355.10181,184.17615,
3,0,22,22,0,2753.65967,-2398.31201,355.10794,185.799,
3,0,22,22,0,2753.65137,-2390.64185,355.23901,186.99261,
3,0,22,22,0,2753.62329,-2382.8728,355.49023,187.74818,
3,0,22,22,0,2753.57568,-2375.03052,355.85641,188.05753,
3,0,22,22,0,2753.50952,-2367.14233,356.33267,187.9138,
3,0,22,22,0,2753.42505,-2359.23608,356.91452,187.31174,
3,0,22,22,0,2753.323,-2351.34033,357.59766,186.2468,
3,0,22,22,0,2753.20361,-2343.48413,358.37781,184.71625,
3,0,22,22,0,2753.06738,-2335.69702,359.25089,182.71945,
3,0,22,22,0,2752.91455,-2328.00928,360.21301,180.25775,
3,0,22,22,0,2752.74561,-2320.45117,361.26031,177.33441,
3,0,22,22,0,2752.56104,-2313.05298,362.38898,173.95474,
3,0,22,22,0,2752.36108,-2305.84497,363.59534,170.12677,
3,0,22,22,0,2752.14624,-2298.85742,364.8761,165.86052,
3,0,22,22,0,2751.91626,-2292.11963,366.22803,161.16801,
3,0,22,22,0,2751.67188,-2285.66089,367.64813,156.0634,
3,0,22,22,0,2751.41333,-2279.50903,369.1337,150.56349,
3,0,22,22,0,2751.14063,-2273.69141,370.68216,144.68646,
3,0,22,22,0,2750.86646,-2268.16577,372.20364,138.46872,
3,0,22,22,0,2750.64087,-2262.64697,373.35794,132.11368,
3,0,22,22,0,2750.4834,-2256.91699,374.04315,126.07806,
3,0,22,22,0,2750.38892,-2251.01953,374.29053,120.24048,
3,0,22,22,0,2750.34937,-2244.99072,374.16147,114.57858,
3,0,22,22,0,2750.36108,-2238.79321,373.6911,109.18403,
3,0,22,22,0,2750.41797,-2232.36719,372.93588,104.19102,
3,0,22,22,0,2750.51416,-2225.69214,371.94144,99.64885,
3,0,22,22,0,2750.64087,-2218.78052,370.77216,95.58958,
3,0,22,22,0,2750.79224,-2211.66895,369.47116,91.98882,
3,0,22,22,0,2750.95898,-2204.40601,368.0986,88.83474,
3,0,22,22,0,2751.13379,-2197.02783,366.70547,86.13016,
3,0,22,22,0,2751.31104,-2189.55688,365.33026,83.88747,
3,0,22,22,0,2751.48608,-2182.01343,364.00656,82.11955,
3,0,22,22,0,2751.65503,-2174.41382,362.76004,80.83757,
3,0,22,22,0,2751.81519,-2166.77222,361.608,80.04892,
3,0,22,22,0,2751.96436,-2159.10669,360.56442,79.75413,
3,0,22,22,0,2752.10107,-2151.43774,359.63931,79.94896,
3,0,22,22,0,2752.22412,-2143.7876,358.83987,80.62628,
3,0,22,22,0,2752.33228,-2136.17896,358.17026,81.77773,
3,0,22,22,0,2752.42554,-2128.63501,357.63257,83.39395,
3,0,22,22,0,2752.50391,-2121.17847,357.22647,85.46564,
3,0,22,22,0,2752.56714,-2113.83252,356.95026,87.98306,
3,0,22,22,0,2752.61572,-2106.62012,356.80121,90.93635,
3,0,22,22,0,2752.65015,-2099.56445,356.77618,94.31553,
3,0,22,22,0,2752.6709,-2092.68848,356.87106,98.11043,
3,0,22,22,0,2752.67847,-2086.01538,357.08167,102.31023,
3,0,22,22,0,2752.67383,-2079.56812,357.40329,106.90327,
3,0,22,22,0,2752.65698,-2073.36987,357.8317,111.87664,
3,0,22,22,0,2752.62915,-2067.4436,358.36249,117.21695,
3,0,22,22,0,2752.59082,-2061.81201,358.99115,122.90942,
3,0,22,22,0,2752.54248,-2056.49707,359.71347,128.93736,
3,0,22,22,0,2752.48438,-2051.52051,360.52542,135.28329,
3,0,22,22,0,2752.41772,-2046.9032,361.42322,141.92805,
3,0,22,22,0,2752.34229,-2042.66516,362.40305,148.85133,
3,0,22,22,0,2752.25903,-2038.8252,363.46088,156.0313,
3,0,22,22,0,2752.16797,-2035.401,364.59317,163.44452,
3,0,22,22,0,2752.07007,-2032.40881,365.79626,171.06619,
3,0,22,22,0,2751.96533,-2029.86304,367.06689,178.86977,
3,0,22,22,0,2751.85376,-2027.77673,368.40219,186.82774,
3,0,22,22,0,2751.73755,-2026.15857,369.7901,194.91994,
3,0,22,22,0,2751.63843,-2024.88293,371.06726,203.1458,
3,0,22,22,0,2751.5813,-2023.66272,372.04193,211.39789,
3,0,22,22,0,2751.5769,-2022.32092,372.62674,219.62057,
3,0,22,22,0,2751.62646,-2020.68152,372.80081,227.72144,
3,0,22,22,0,2751.72827,-2018.69983,372.56927,235.701,
3,0,22,22,0,2751.86401,-2015.95435,372.04721,243.22473,
3,0,22,22,0,2752.03613,-2012.37024,371.21072,250.3004,
3,0,22,22,0,2752.24365,-2008.09265,370.07465,257.02121,
3,0,22,22,0,2752.46997,-2003.31238,368.76132,263.40881,
3,0,22,22,0,2752.70093,-1998.16125,367.38052,269.45609,
3,0,22,22,0,2752.92773,-1992.69421,365.99899,275.14343,
3,0,22,22,0,2753.14429,-1986.93091,364.65982,280.44739,
3,0,22,22,0,2753.34717,-1980.88269,363.39587,285.34637,
3,0,22,22,0,2753.5332,-1974.5553,362.22784,289.82324,
3,0,22,22,0,2753.70044,-1967.96155,361.1716,293.86588,
3,0,22,22,0,2753.84814,-1961.12061,360.23889,297.46683,
3,0,22,22,0,2753.97461,-1954.05603,359.43826,300.62097,
3,0,22,22,0,2754.08008,-1946.79297,358.7749,303.32452,
3,0,22,22,0,2754.16382,-1939.35754,358.25159,305.57443,
3,0,22,22,0,2754.22607,-1931.776,357.86865,307.36777,
3,0,22,22,0,2754.26709,-1924.07434,357.6246,308.70187,
3,0,22,22,0,2754.28735,-1916.27905,357.51697,309.57425,
3,0,22,22,0,2754.28711,-1908.41663,357.54221,309.98242,
3,0,22,22,0,2754.26709,-1900.51343,357.69586,309.92438,
3,0,22,22,0,2754.22778,-1892.59705,357.9736,309.39896,
3,0,22,22,0,2754.16992,-1884.69446,358.37057,308.40509,
3,0,22,22,0,2754.09375,-1876.83374,358.88184,306.9433,
3,0,22,22,0,2754,-1869.04321,359.50262,305.01486,
3,0,22,22,0,2753.8894,-1861.35144,360.22815,302.6225,
3,0,22,22,0,2753.76196,-1853.7876,361.05408,299.77051,
3,0,22,22,0,2753.61816,-1846.38049,361.9758,296.46426,
3,0,22,22,0,2753.45898,-1839.15906,362.98859,292.7113,
3,0,22,22,0,2753.28442,-1832.15234,364.08829,288.52179,
3,0,22,22,0,2753.09473,-1825.38892,365.27081,283.90677,
3,0,22,22,0,2752.89087,-1818.89734,366.53259,278.8801,
3,0,22,22,0,2752.67261,-1812.70532,367.87009,273.45706,
3,0,22,22,0,2752.44043,-1806.83948,369.27954,267.65497,
3,0,22,22,0,2752.19507,-1801.32556,370.7576,261.49371,
3,0,22,22,0,2751.93628,-1796.18799,372.30103,254.99493,
3,0,22,22,0,2751.66479,-1791.44995,373.90646,248.18147,
3,0,22,22,0,2751.38086,-1787.13293,375.57101,241.07909,
3,0,22,22,0,2751.08496,-1783.25671,377.29169,233.71413,
3,0,22,22,0,2750.7771,-1779.8396,379.06601,226.11501,
3,0,22,22,0,2750.45801,-1776.89783,380.89114,218.31081,
3,0,22,22,0,2750.12793,-1774.44531,382.76465,210.33282,
3,0,22,22,0,2749.79565,-1772.44702,384.62244,202.19763,
3,0,22,22,0,2749.49072,-1770.69629,386.24637,193.92737,
3,0,22,22,0,2749.25684,-1768.61841,387.33813,185.77042,
3,0,22,22,0,2749.08301,-1766.32239,387.98499,177.687,
3,0,22,22,0,2748.96533,-1763.75073,388.2218,169.72282,
3,0,22,22,0,2748.89917,-1760.80261,388.09436,161.94559,
3,0,22,22,0,2748.87573,-1757.38928,387.6767,154.43896,
3,0,22,22,0,2748.88794,-1753.4856,387.02747,147.24004,
3,0,22,22,0,2748.92822,-1749.12671,386.20251,140.35638,
3,0,22,22,0,2748.98926,-1744.38135,385.25845,133.78424,
3,0,22,22,0,2749.06201,-1739.30737,384.25949,127.53708,
3,0,22,22,0,2749.13989,-1733.93311,383.25406,121.63519,
3,0,22,22,0,2749.21802,-1728.27209,382.27954,116.10102,
3,0,22,22,0,2749.29199,-1722.33435,381.36676,110.95535,
3,0,22,22,0,2749.35913,-1716.12366,380.5351,106.21531,
3,0,22,22,0,2749.41772,-1709.65063,379.79959,101.89329,
3,0,22,22,0,2749.46558,-1702.9314,379.17148,97.99808,
3,0,22,22,0,2749.50171,-1695.98657,378.659,94.53613,
3,0,22,22,0,2749.52539,-1688.83923,378.26813,91.51295,
3,0,22,22,0,2749.53589,-1681.51282,378.00204,88.93352,
3,0,22,22,0,2749.53296,-1674.03186,377.86212,86.80252,
3,0,22,22,0,2749.51685,-1666.42029,377.84738,85.12445,
3,0,22,22,0,2749.48779,-1658.70325,377.9559,83.90322,
3,0,22,22,0,2749.44629,-1650.90674,378.18506,83.1423,
3,0,22,22,0,2749.39307,-1643.05603,378.53091,82.84512,
3,0,22,22,0,2749.32837,-1635.17847,378.99036,83.01398,
3,0,22,22,0,2749.25293,-1627.3009,379.55951,83.65141,
3,0,22,22,0,2749.16748,-1619.45081,380.23438,84.75851,
3,0,22,22,0,2749.07275,-1611.65637,381.01083,86.33521,
3,0,22,22,0,2748.96948,-1603.9458,381.88416,88.37983,
3,0,22,22,0,2748.85815,-1596.3479,382.85001,90.88904,
3,0,22,22,0,2748.73975,-1588.89185,383.90408,93.85762,
3,0,22,22,0,2748.61499,-1581.60669,385.04221,97.27878,
3,0,22,22,0,2748.48413,-1574.52161,386.26025,101.14357,
3,0,22,22,0,2748.34937,-1567.65735,387.54483,105.44402,
3,0,22,22,0,2748.21216,-1561.03711,388.88535,110.15732,
3,0,22,22,0,2748.07324,-1554.6842,390.27475,115.26117,
3,0,22,22,0,2747.93311,-1548.62219,391.70892,120.73502,
3,0,22,22,0,2747.79297,-1542.86975,393.17947,126.56252,
3,0,22,22,0,2747.65332,-1537.44409,394.67969,132.72003,
3,0,22,22,0,2747.51465,-1532.36255,396.20569,139.18283,
3,0,22,22,0,2747.37622,-1527.64612,397.76147,145.92336,
3,0,22,22,0,2747.2373,-1523.31714,399.35031,152.92342,
3,0,22,22,0,2747.0979,-1519.39417,400.97055,160.16605,
3,0,22,22,0,2746.95923,-1515.88855,402.61353,167.63254,
3,0,22,22,0,2746.82251,-1512.80298,404.26733,175.2979,
3,0,22,22,0,2746.72534,-1509.92261,405.65988,183.17131,
3,0,22,22,0,2746.67334,-1507.04517,406.72836,191.06198,
3,0,22,22,0,2746.67236,-1503.99304,407.41611,198.84171,
3,0,22,22,0,2746.72412,-1500.63293,407.69418,206.42932,
3,0,22,22,0,2746.82153,-1496.88525,407.60681,213.73114,
3,0,22,22,0,2746.95532,-1492.8269,407.21829,220.78378,
3,0,22,22,0,2747.11646,-1488.49146,406.59753,227.56921,
3,0,22,22,0,2747.29517,-1483.78955,405.80014,233.96182,
3,0,22,22,0,2747.47314,-1478.58521,404.94763,239.72746,
3,0,22,22,0,2747.64624,-1472.84326,404.0658,244.81386,
3,0,22,22,0,2747.81909,-1466.62134,403.13168,249.29781,
3,0,22,22,0,2747.9856,-1460.04138,402.19266,253.24669,
3,0,22,22,0,2748.13989,-1453.20337,401.30325,256.69916,
3,0,22,22,0,2748.27905,-1446.16443,400.48547,259.6821,
3,0,22,22,0,2748.40137,-1438.96558,399.75812,262.20792,
3,0,22,22,0,2748.50488,-1431.63538,399.13519,264.27927,
3,0,22,22,0,2748.58813,-1424.19763,398.62778,265.89392,
3,0,22,22,0,2748.65039,-1416.67419,398.24335,267.04831,
3,0,22,22,0,2748.69141,-1409.0863,397.98538,267.73947,
3,0,22,22,0,2748.71094,-1401.45703,397.85483,267.9664,
3,0,22,22,0,2748.70923,-1393.81055,397.85086,267.7294,
3,0,22,22,0,2748.68628,-1386.17188,397.97137,267.02982,
3,0,22,22,0,2748.64282,-1378.56616,398.21317,265.86935,
3,0,22,22,0,2748.5791,-1371.01917,398.57233,264.25089,
3,0,22,22,0,2748.49561,-1363.5575,399.04492,262.17816,
3,0,22,22,0,2748.39307,-1356.2074,399.6264,259.65521,
3,0,22,22,0,2748.27173,-1348.99573,400.31213,256.68799,
3,0,22,22,0,2748.13232,-1341.94946,401.09747,253.28374,
3,0,22,22,0,2747.9751,-1335.0957,401.97784,249.45088,
3,0,22,22,0,2747.80054,-1328.46179,402.94904,245.2,
3,0,22,22,0,2747.60938,-1322.07458,404.00693,240.54274,
3,0,22,22,0,2747.40186,-1315.96069,405.14728,235.49237,
3,0,22,22,0,2747.17847,-1310.14612,406.36624,230.06485,
3,0,22,22,0,2746.93945,-1304.65613,407.65997,224.27742,
3,0,22,22,0,2746.68555,-1299.51501,409.02472,218.1492,
3,0,22,22,0,2746.41724,-1294.74597,410.45688,211.70129,
3,0,22,22,0,2746.13452,-1290.37085,411.95309,204.95702,
3,0,22,22,0,2745.84473,-1286.37976,413.45874,197.90427,
3,0,22,22,0,2745.58765,-1282.52246,414.68781,190.63763,
3,0,22,22,0,2745.42212,-1278.04492,415.29202,184.00911,
3,0,22,22,0,2745.3501,-1272.99536,415.24319,177.79408,
3,0,22,22,0,2745.34912,-1267.51062,414.70908,171.94048,
3,0,22,22,0,2745.39624,-1261.71204,413.8584,166.44409,
3,0,22,22,0,2745.47827,-1255.66455,412.79276,161.30925,
3,0,22,22,0,2745.58643,-1249.40259,411.57468,156.54337,
3,0,22,22,0,2745.71509,-1242.95081,410.24927,152.15332,
3,0,22,22,0,2745.85815,-1236.32532,408.8605,148.16084,
3,0,22,22,0,2746.01123,-1229.53577,407.44312,144.58868,
3,0,22,22,0,2746.17017,-1222.59338,406.02887,141.45743,
3,0,22,22,0,2746.33032,-1215.51404,404.64966,138.78363,
3,0,22,22,0,2746.48901,-1208.31274,403.32483,136.57248,
3,0,22,22,0,2746.6438,-1201.00732,402.07184,134.8264,
3,0,22,22,0,2746.79224,-1193.61707,400.90558,133.54552,
3,0,22,22,0,2746.93262,-1186.16223,399.83838,132.72878,
3,0,22,22,0,2747.0647,-1178.66223,398.87088,132.36581,
3,0,22,22,0,2747.18774,-1171.14075,398.0054,132.44427,
3,0,22,22,0,2747.30127,-1163.62012,397.24359,132.95457,
3,0,22,22,0,2747.40503,-1156.12134,396.58569,133.88933,
3,0,22,22,0,2747.49927,-1148.66492,396.03101,135.242,
3,0,22,22,0,2747.58398,-1141.27112,395.57791,137.0067,
